测点,X,Y,Z
7716,480,255,-1015.9663
7717,485,255,-1015.878986
7718,490,255,-1015.785919
7719,495,255,-1015.697413
7720,500,255,-1015.622321
7721,505,255,-1015.567513
7722,510,255,-1015.537539
7723,-200,260,-878.9840735
7724,-195,260,-879.3534028
7725,-190,260,-879.7783746
7726,-185,260,-880.2917312
7727,-180,260,-880.9219134
7728,-175,260,-881.6694286
7729,-170,260,-882.5002441
7730,-165,260,-883.3776109
7731,-160,260,-884.2696222
7732,-155,260,-885.1546112
7733,-150,260,-886.0180164
7734,-145,260,-886.8482253
7735,-140,260,-887.6345645
7736,-135,260,-888.3671408
7737,-130,260,-889.0361911
7738,-125,260,-889.631931
7739,-120,260,-890.144512
7740,-115,260,-890.5645087
7741,-110,260,-890.8834576
7742,-105,260,-891.0948368
7743,-100,260,-891.1952223
7744,-95,260,-891.1841523
7745,-90,260,-891.0654219
7746,-85,260,-890.8474796
7747,-80,260,-890.5431174
7748,-75,260,-890.1689371
7749,-70,260,-889.7445984
7750,-65,260,-889.2920434
7751,-60,260,-888.834864
7752,-55,260,-888.3979585
7753,-50,260,-888.0073968
7754,-45,260,-887.6900761
7755,-40,260,-887.4728889
7756,-35,260,-887.3816181
7757,-30,260,-887.4404657
7758,-25,260,-887.6712611
7759,-20,260,-888.0904365
7760,-15,260,-888.7053608
7761,-10,260,-889.5012591
7762,-5,260,-890.3161658
7763,0,260,-891.1848352
7764,5,260,-892.2371759
7765,10,260,-893.4732803
7766,15,260,-894.8599884
7767,20,260,-896.3608756
7768,25,260,-897.9430012
7769,30,260,-899.5819762
7770,35,260,-901.2594871
7771,40,260,-902.9616918
7772,45,260,-904.677802
7773,50,260,-906.3987721
7774,55,260,-908.1184594
7775,60,260,-909.8321371
7776,65,260,-911.5361527
7777,70,260,-913.2274393
7778,75,260,-914.902435
7779,80,260,-916.5566137
7780,85,260,-918.1827073
7781,90,260,-919.768558
7782,95,260,-921.2957273
7783,100,260,-922.7407288
7784,105,260,-924.0804266
7785,110,260,-925.2971153
7786,115,260,-926.3827116
7787,120,260,-927.3391912
7788,125,260,-928.1818135
7789,130,260,-928.9335607
7790,135,260,-929.6250254
7791,140,260,-930.2939748
7792,145,260,-930.9744854
7793,150,260,-931.687448
7794,155,260,-932.4349053
7795,160,260,-933.2085929
7796,165,260,-934.001377
7797,170,260,-934.8116801
7798,175,260,-935.6412892
7799,180,260,-936.4927455
7800,185,260,-937.3690442
7801,190,260,-938.2737375
7802,195,260,-939.2091938
7803,200,260,-940.177288
7804,205,260,-941.1805461
7805,210,260,-942.2242137
7806,215,260,-943.3158116
7807,220,260,-944.4651193
7808,225,260,-945.6865075
7809,230,260,-946.9978429
7810,235,260,-948.4149049
7811,240,260,-949.9555249
7812,245,260,-951.6388772
7813,250,260,-953.486866
7814,255,260,-955.5265162
7815,260,260,-957.7861306
7816,265,260,-960.2833298
7817,270,260,-962.9958801
7818,275,260,-965.815756
7819,280,260,-968.5099653
7820,285,260,-970.7390818
7821,290,260,-972.2481867
7822,295,260,-973.1118669
7823,300,260,-973.7666447
7824,305,260,-974.778527
7825,310,260,-976.2902332
7826,315,260,-978.0683879
7827,320,260,-979.9582745
7828,325,260,-981.9144351
7829,330,260,-983.9201265
7830,335,260,-985.9588992
7831,340,260,-988.0074125
7832,345,260,-990.0376834
7833,350,260,-992.0238501
7834,355,260,-993.9494414
7835,360,260,-995.8123223
7836,365,260,-997.6253265
7837,370,260,-999.4086692
7838,375,260,-1001.173256
7839,380,260,-1002.910067
7840,385,260,-1004.5973
7841,390,260,-1006.209586
7842,395,260,-1007.71816
7843,400,260,-1009.090035
7844,405,260,-1010.300173
7845,410,260,-1011.350251
7846,415,260,-1012.262348
7847,420,260,-1013.057879
7848,425,260,-1013.749692
7849,430,260,-1014.343994
7850,435,260,-1014.843597
7851,440,260,-1015.250273
7852,445,260,-1015.566241
7853,450,260,-1015.795058
7854,455,260,-1015.942076
7855,460,260,-1016.014586
7856,465,260,-1016.021735
7857,470,260,-1015.974301
7858,475,260,-1015.884373
7859,480,260,-1015.764964
7860,485,260,-1015.62953
7861,490,260,-1015.49136
7862,495,260,-1015.362819
7863,500,260,-1015.254492
7864,505,260,-1015.174385
7865,510,260,-1015.127404
7866,-200,265,-878.9463233
7867,-195,265,-879.2710735
7868,-190,265,-879.6431495
7869,-185,265,-880.1159106
7870,-180,265,-880.7577417
7871,-175,265,-881.5717358
7872,-170,265,-882.4842919
7873,-165,265,-883.4373667
7874,-160,265,-884.3940408
7875,-155,265,-885.3359545
7876,-150,265,-886.2511953
7877,-145,265,-887.1299503
7878,-140,265,-887.9625943
7879,-135,265,-888.7396969
7880,-130,265,-889.451408
7881,-125,265,-890.0872918
7882,-120,265,-890.6358423
7883,-115,265,-891.0851295
7884,-110,265,-891.423924
7885,-105,265,-891.6429282
7886,-100,265,-891.7360157
7887,-95,265,-891.7009769
7888,-90,265,-891.5410587
7889,-85,265,-891.2655092
7890,-80,265,-890.8891535
7891,-75,265,-890.431423
7892,-70,265,-889.9151629
7893,-65,265,-889.3655365
7894,-60,265,-888.8093167
7895,-55,265,-888.2746916
7896,-50,265,-887.7915506
7897,-45,265,-887.3913592
7898,-40,265,-887.106019
7899,-35,265,-886.9662059
7900,-30,265,-886.9993718
7901,-25,265,-887.2285407
7902,-20,265,-887.666231
7903,-15,265,-888.3073285
7904,-10,265,-889.1051364
7905,-5,265,-889.9803762
7906,0,265,-890.929571
7907,5,265,-892.018785
7908,10,265,-893.2644742
7909,15,265,-894.6466371
7910,20,265,-896.1378157
7911,25,265,-897.7099712
7912,30,265,-899.3400244
7913,35,265,-901.0097479
7914,40,265,-902.7049102
7915,45,265,-904.4143594
7916,50,265,-906.1291413
7917,55,265,-907.8422028
7918,60,265,-909.5482271
7919,65,265,-911.2427685
7920,70,265,-912.9216986
7921,75,265,-914.5802332
7922,80,265,-916.2127421
7923,85,265,-917.8110916
7924,90,265,-919.364473
7925,95,265,-920.858196
7926,100,265,-922.2749462
7927,105,265,-923.5977176
7928,110,265,-924.8133408
7929,115,265,-925.9146906
7930,120,265,-926.901177
7931,125,265,-927.7821124
7932,130,265,-928.5737212
7933,135,265,-929.3018324
7934,140,265,-930.0036913
7935,145,265,-930.7200642
7936,150,265,-931.4739659
7937,155,265,-932.2617388
7938,160,265,-933.0675618
7939,165,265,-933.8829906
7940,170,265,-934.7077096
7941,175,265,-935.5456503
7942,180,265,-936.4015946
7943,185,265,-937.280634
7944,190,265,-938.187796
7945,195,265,-939.1271636
7946,200,265,-940.1025071
7947,205,265,-941.1177759
7948,210,265,-942.1788145
7949,215,265,-943.293475
7950,220,265,-944.4701396
7951,225,265,-945.7206774
7952,230,265,-947.0593397
7953,235,265,-948.4980284
7954,240,265,-950.0511784
7955,245,265,-951.7327685
7956,250,265,-953.5574955
7957,255,265,-955.5379339
7958,260,265,-957.680446
7959,265,265,-959.973118
7960,270,265,-962.3662127
7961,275,265,-964.7499804
7962,280,265,-966.9477381
7963,285,265,-968.7527603
7964,290,265,-970.025076
7965,295,265,-970.7785439
7966,300,265,-971.2888498
7967,305,265,-972.5431244
7968,310,265,-974.6005909
7969,315,265,-976.7500922
7970,320,265,-978.8877956
7971,325,265,-981.0219963
7972,330,265,-983.1637483
7973,335,265,-985.3112952
7974,340,265,-987.4501618
7975,345,265,-989.5587721
7976,350,265,-991.6165125
7977,355,265,-993.6108662
7978,360,265,-995.5409234
7979,365,265,-997.4160772
7980,370,265,-999.2498473
7981,375,265,-1001.051331
7982,380,265,-1002.819721
7983,385,265,-1004.545011
7984,390,265,-1006.209674
7985,395,265,-1007.784137
7986,400,265,-1009.215246
7987,405,265,-1010.444641
7988,410,265,-1011.482186
7989,415,265,-1012.380013
7990,420,265,-1013.169167
7991,425,265,-1013.860452
7992,430,265,-1014.45584
7993,435,265,-1014.95431
7994,440,265,-1015.354684
7995,445,265,-1015.657184
7996,450,265,-1015.86429
7997,455,265,-1015.981118
7998,460,265,-1016.015427
7999,465,265,-1015.977394
8000,470,265,-1015.879252
8001,475,265,-1015.73489
8002,480,265,-1015.559435
8003,485,265,-1015.368761
8004,490,265,-1015.178811
8005,495,265,-1015.004644
8006,500,265,-1014.859203
8007,505,265,-1014.752052
8008,510,265,-1014.688492
8009,-200,270,-878.9691054
8010,-195,270,-879.2506484
8011,-190,270,-879.552809
8012,-185,270,-879.937085
8013,-180,270,-880.5872508
8014,-175,270,-881.5166028
8015,-170,270,-882.5305425
8016,-165,270,-883.5585791
8017,-160,270,-884.5740479
8018,-155,270,-885.5668107
8019,-150,270,-886.5290859
8020,-145,270,-887.4531487
8021,-140,270,-888.3305168
8022,-135,270,-889.1523186
8023,-130,270,-889.9087048
8024,-125,270,-890.5885491
8025,-120,270,-891.1787335
8026,-115,270,-891.6641883
8027,-110,270,-892.0296783
8028,-105,270,-892.2619879
8029,-100,270,-892.3515032
8030,-95,270,-892.2927382
8031,-90,270,-892.0881869
8032,-85,270,-891.7483034
8033,-80,270,-891.2907029
8034,-75,270,-890.7385652
8035,-70,270,-890.1186121
8036,-65,270,-889.4594797
8037,-60,270,-888.7910157
8038,-55,270,-888.1445112
8039,-50,270,-887.5535337
8040,-45,270,-887.0541098
8041,-40,270,-886.6837111
8042,-35,270,-886.4786654
8043,-30,270,-886.4704194
8044,-25,270,-886.68252
8045,-20,270,-887.121244
8046,-15,270,-887.7687022
8047,-10,270,-888.5834592
8048,-5,270,-889.5172398
8049,0,270,-890.5556433
8050,5,270,-891.715036
8051,10,270,-893.0029602
8052,15,270,-894.4071808
8053,20,270,-895.9088229
8054,25,270,-897.4847568
8055,30,270,-899.1146764
8056,35,270,-900.7816768
8057,40,270,-902.4720687
8058,45,270,-904.175337
8059,50,270,-905.8825065
8060,55,270,-907.5863189
8061,60,270,-909.2813884
8062,65,270,-910.9626599
8063,70,270,-912.6255702
8064,75,270,-914.2648833
8065,80,270,-915.8746514
8066,85,270,-917.4475522
8067,90,270,-918.9742496
8068,95,270,-920.4432898
8069,100,270,-921.8419133
8070,105,270,-923.1572625
8071,110,270,-924.3791086
8072,115,270,-925.5009517
8073,120,270,-926.5204616
8074,125,270,-927.441958
8075,130,270,-928.2760957
8076,135,270,-929.0439109
8077,140,270,-929.7806826
8078,145,270,-930.5298202
8079,150,270,-931.3185985
8080,155,270,-932.1357026
8081,160,270,-932.9630159
8082,165,270,-933.7922878
8083,170,270,-934.6253031
8084,175,270,-935.4679101
8085,180,270,-936.3267262
8086,185,270,-937.2083206
8087,190,270,-938.1187145
8088,195,270,-939.0631644
8089,200,270,-940.0468059
8090,205,270,-941.0745458
8091,210,270,-942.1523092
8092,215,270,-943.2870736
8093,220,270,-944.4863312
8094,225,270,-945.7591865
8095,230,270,-947.1172049
8096,235,270,-948.5683126
8097,240,270,-950.1222697
8098,245,270,-951.787966
8099,250,270,-953.572063
8100,255,270,-955.4760136
8101,260,270,-957.4910606
8102,265,270,-959.5900503
8103,270,270,-961.7169717
8104,275,270,-963.779244
8105,280,270,-965.6535602
8106,285,270,-967.2143479
8107,290,270,-968.3787786
8108,295,270,-969.1524521
8109,300,270,-969.7341668
8110,305,270,-971.1578356
8111,310,270,-973.4286288
8112,315,270,-975.7367862
8113,320,270,-978.0041756
8114,325,270,-980.2501662
8115,330,270,-982.4954765
8116,335,270,-984.7413676
8117,340,270,-986.9722759
8118,345,270,-989.1634506
8119,350,270,-991.2920875
8120,355,270,-993.3458581
8121,360,270,-995.3253162
8122,365,270,-997.2407196
8123,370,270,-999.105835
8124,375,270,-1000.932071
8125,380,270,-1002.724572
8126,385,270,-1004.481908
8127,390,270,-1006.196593
8128,395,270,-1007.850744
8129,400,270,-1009.380915
8130,405,270,-1010.614097
8131,410,270,-1011.606341
8132,415,270,-1012.485031
8133,420,270,-1013.274239
8134,425,270,-1013.974118
8135,430,270,-1014.579442
8136,435,270,-1015.084159
8137,440,270,-1015.483548
8138,445,270,-1015.775556
8139,450,270,-1015.961564
8140,455,270,-1016.046627
8141,460,270,-1016.039278
8142,465,270,-1015.951059
8143,470,270,-1015.795961
8144,475,270,-1015.589933
8145,480,270,-1015.350481
8146,485,270,-1015.096275
8147,490,270,-1014.846537
8148,495,270,-1014.619919
8149,500,270,-1014.432726
8150,505,270,-1014.296808
8151,510,270,-1014.217938
8152,-200,275,-879.0778308
8153,-195,275,-879.3408102
8154,-190,275,-879.5985979
8155,-185,275,-879.8517628
8156,-180,275,-880.4973786
8157,-175,275,-881.5974022
8158,-170,275,-882.6872986
8159,-165,275,-883.763711
8160,-160,275,-884.8192171
8161,-155,275,-885.8498899
8162,-150,275,-886.8503742
8163,-145,275,-887.8136938
8164,-140,275,-888.7320982
8165,-135,275,-889.5970747
8166,-130,275,-890.3990049
8167,-125,275,-891.1261919
8168,-120,275,-891.763905
8169,-115,275,-892.2939714
8170,-110,275,-892.695805
8171,-105,275,-892.9499204
8172,-100,275,-893.0410514
8173,-95,275,-892.95967
8174,-90,275,-892.7070721
8175,-85,275,-892.2954649
8176,-80,275,-891.7465829
8177,-75,275,-891.0887271
8178,-70,275,-890.3534615
8179,-65,275,-889.5730236
8180,-60,275,-888.7798979
8181,-55,275,-888.0077789
8182,-50,275,-887.2931216
8183,-45,275,-886.6764299
8184,-40,275,-886.201683
8185,-35,275,-885.9130082
8186,-30,275,-885.8488228
8187,-25,275,-886.0368123
8188,-20,275,-886.4777059
8189,-15,275,-887.148271
8190,-10,275,-888.0047619
8191,-5,275,-889.0055501
8192,0,275,-890.1273375
8193,5,275,-891.3635483
8194,10,275,-892.7086964
8195,15,275,-894.1520355
8196,20,275,-895.6789403
8197,25,275,-897.2699301
8198,30,275,-898.9075229
8199,35,275,-900.5765483
8200,40,275,-902.2644514
8201,45,275,-903.9619069
8202,50,275,-905.6604756
8203,55,275,-907.3533792
8204,60,275,-909.0352154
8205,65,275,-910.7007766
8206,70,275,-912.3453077
8207,75,275,-913.9639191
8208,80,275,-915.5511042
8209,85,275,-917.1006848
8210,90,275,-918.605419
8211,95,275,-920.0567351
8212,100,275,-921.44516
8213,105,275,-922.7610297
8214,110,275,-923.996143
8215,115,275,-925.1445606
8216,120,275,-926.202788
8217,125,275,-927.1712689
8218,130,275,-928.0561682
8219,135,275,-928.8735851
8220,140,275,-929.6542492
8221,145,275,-930.4367279
8222,150,275,-931.2442789
8223,155,275,-932.0715365
8224,160,275,-932.9028416
8225,165,275,-933.7330036
8226,170,275,-934.565544
8227,175,275,-935.4074809
8228,180,275,-936.2658752
8229,185,275,-937.1479804
8230,190,275,-938.0606001
8231,195,275,-939.0096776
8232,200,275,-940.0011354
8233,205,275,-941.0403752
8234,210,275,-942.1333702
8235,215,275,-943.2855718
8236,220,275,-944.5028121
8237,225,275,-945.7927001
8238,230,275,-947.1629337
8239,235,275,-948.6184916
8240,240,275,-950.1651543
8241,245,275,-951.8066112
8242,250,275,-953.5430381
8243,255,275,-955.3683074
8244,260,275,-957.2659659
8245,265,275,-959.2042234
8246,270,275,-961.1321055
8247,275,275,-962.9790038
8248,280,275,-964.6642367
8249,285,275,-966.1172634
8250,290,275,-967.3089376
8251,295,275,-968.2974388
8252,300,275,-969.3317098
8253,305,275,-970.8369889
8254,310,275,-972.8530393
8255,315,275,-975.0749772
8256,320,275,-977.3376383
8257,325,275,-979.6182869
8258,330,275,-981.9267739
8259,335,275,-984.2567696
8260,340,275,-986.5798938
8261,345,275,-988.8557014
8262,350,275,-991.0506703
8263,355,275,-993.1501497
8264,360,275,-995.1583884
8265,365,275,-997.0910193
8266,370,275,-998.9663978
8267,375,275,-1000.800016
8268,380,275,-1002.601292
8269,385,275,-1004.373631
8270,390,275,-1006.115629
8271,395,275,-1007.82215
8272,400,275,-1009.482386
8273,405,275,-1010.690914
8274,410,275,-1011.651121
8275,415,275,-1012.540251
8276,420,275,-1013.353026
8277,425,275,-1014.080017
8278,430,275,-1014.709994
8279,435,275,-1015.232252
8280,440,275,-1015.638538
8281,445,275,-1015.924544
8282,450,275,-1016.090758
8283,455,275,-1016.142601
8284,460,275,-1016.089929
8285,465,275,-1015.946173
8286,470,275,-1015.727464
8287,475,275,-1015.452013
8288,480,275,-1015.13981
8289,485,275,-1014.812544
8290,490,275,-1014.49334
8291,495,275,-1014.205677
8292,500,275,-1013.970902
8293,505,275,-1013.804518
8294,510,275,-1013.712953
8295,-200,280,-879.2850727
8296,-195,280,-879.5728597
8297,-190,280,-879.8768965
8298,-185,280,-880.2526699
8299,-180,280,-880.9256126
8300,-175,280,-881.9151688
8301,-170,280,-882.9830064
8302,-165,280,-884.061156
8303,-160,280,-885.1300952
8304,-155,280,-886.181947
8305,-150,280,-887.2093186
8306,-145,280,-888.2038339
8307,-140,280,-889.1573468
8308,-135,280,-890.0620063
8309,-130,280,-890.9084849
8310,-125,280,-891.6854661
8311,-120,280,-892.3769356
8312,-115,280,-892.9610856
8313,-110,280,-893.4110622
8314,-105,280,-893.6985918
8315,-100,280,-893.798951
8316,-95,280,-893.6973594
8317,-90,280,-893.393302
8318,-85,280,-892.901926
8319,-80,280,-892.2512931
8320,-75,280,-891.4769021
8321,-70,280,-890.6162044
8322,-65,280,-889.7050991
8323,-60,280,-888.7777769
8324,-55,280,-887.868757
8325,-50,280,-887.0158394
8326,-45,280,-886.2630322
8327,-40,280,-885.6620083
8328,-35,280,-885.2685905
8329,-30,280,-885.1355483
8330,-25,280,-885.3002375
8331,-20,280,-885.7579597
8332,-15,280,-886.4757462
8333,-10,280,-887.3987816
8334,-5,280,-888.4791643
8335,0,280,-889.6850758
8336,5,280,-890.9982037
8337,10,280,-892.4063493
8338,15,280,-893.8977745
8339,20,280,-895.4590555
8340,25,280,-897.0728759
8341,30,280,-898.7238482
8342,35,280,-900.3983067
8343,40,280,-902.0851066
8344,45,280,-903.7763295
8345,50,280,-905.4652051
8346,55,280,-907.1457676
8347,60,280,-908.8128234
8348,65,280,-910.4611564
8349,70,280,-912.0858988
8350,75,280,-913.6827939
8351,80,280,-915.2475463
8352,85,280,-916.7756511
8353,90,280,-918.261746
8354,95,280,-919.700025
8355,100,280,-921.0839363
8356,105,280,-922.4063982
8357,110,280,-923.661014
8358,115,280,-924.8421929
8359,120,280,-925.9458918
8360,125,280,-926.9695887
8361,130,280,-927.9152938
8362,135,280,-928.7925916
8363,140,280,-929.623216
8364,145,280,-930.4348799
8365,150,280,-931.2477796
8366,155,280,-932.0653885
8367,160,280,-932.8834833
8368,165,280,-933.7017208
8369,170,280,-934.5249767
8370,175,280,-935.3601751
8371,180,280,-936.2144047
8372,185,280,-937.0945877
8373,190,280,-938.007524
8374,195,280,-938.9597408
8375,200,280,-939.9576111
8376,205,280,-941.0068891
8377,210,280,-942.1130229
8378,215,280,-943.2801082
8379,220,280,-944.5123551
8380,225,280,-945.8149706
8381,230,280,-947.1923768
8382,235,280,-948.6471774
8383,240,280,-950.1817005
8384,245,280,-951.7957225
8385,250,280,-953.4852396
8386,255,280,-955.2402019
8387,260,280,-957.0413029
8388,265,280,-958.8579324
8389,270,280,-960.6477906
8390,275,280,-962.3607329
8391,280,280,-963.9480511
8392,285,280,-965.3780232
8393,290,280,-966.6580837
8394,295,280,-967.8634204
8395,300,280,-969.1573226
8396,305,280,-970.7216416
8397,310,280,-972.5932101
8398,315,280,-974.6681911
8399,320,280,-976.8494091
8400,325,280,-979.106117
8401,330,280,-981.4438611
8402,335,280,-983.8522999
8403,340,280,-986.277213
8404,345,280,-988.6439398
8405,350,280,-990.898291
8406,355,280,-993.0238357
8407,360,280,-995.0347499
8408,365,280,-996.958204
8409,370,280,-998.8205403
8410,375,280,-1000.641676
8411,380,280,-1002.433042
8412,385,280,-1004.198089
8413,390,280,-1005.932093
8414,395,280,-1007.616535
8415,400,280,-1009.185726
8416,405,280,-1010.491998
8417,410,280,-1011.565006
8418,415,280,-1012.522567
8419,420,280,-1013.393215
8420,425,280,-1014.172044
8421,430,280,-1014.84577
8422,435,280,-1015.400062
8423,440,280,-1015.82326
8424,445,280,-1016.108851
8425,450,280,-1016.256813
8426,455,280,-1016.273676
8427,460,280,-1016.171534
8428,465,280,-1015.966512
8429,470,280,-1015.67737
8430,475,280,-1015.32466
8431,480,280,-1014.930636
8432,485,280,-1014.519778
8433,490,280,-1014.119437
8434,495,280,-1013.759492
8435,500,280,-1013.469234
8436,505,280,-1013.270643
8437,510,280,-1013.171258
8438,-200,285,-879.5791503
8439,-195,285,-879.9212315
8440,-190,285,-880.312449
8441,-185,285,-880.8113874
8442,-180,285,-881.5018131
8443,-175,285,-882.3889862
8444,-170,285,-883.3885739
8445,-165,285,-884.4349484
8446,-160,285,-885.4946043
8447,-155,285,-886.5519226
8448,-150,285,-887.5949486
8449,-145,285,-888.6117597
8450,-140,285,-889.5924514
8451,-135,285,-890.5302491
8452,-130,285,-891.4182206
8453,-125,285,-892.2456579
8454,-120,285,-892.9961645
8455,-115,285,-893.6440329
8456,-110,285,-894.1547579
8457,-105,285,-894.4886526
8458,-100,285,-894.608854
8459,-95,285,-894.4912662
8460,-90,285,-894.1326619
8461,-85,285,-893.5534271
8462,-80,285,-892.7913447
8463,-75,285,-891.8919304
8464,-70,285,-890.8996966
8465,-65,285,-889.853816
8466,-60,285,-888.7886229
8467,-55,285,-887.7370824
8468,-50,285,-886.7355229
8469,-45,285,-885.829112
8470,-40,285,-885.0767497
8471,-35,285,-884.55366
8472,-30,285,-884.3382244
8473,-25,285,-884.4818873
8474,-20,285,-884.980906
8475,-15,285,-885.777829
8476,-10,285,-886.7938982
8477,-5,285,-887.9677404
8478,0,285,-889.2597312
8479,5,285,-890.6486978
8480,10,285,-892.1202788
8481,15,285,-893.6629
8482,20,285,-895.2627524
8483,25,285,-896.9035741
8484,30,285,-898.5711422
8485,35,285,-900.2525261
8486,40,285,-901.9378278
8487,45,285,-903.6211747
8488,50,285,-905.2985234
8489,55,285,-906.9653397
8490,60,285,-908.6166449
8491,65,285,-910.2468091
8492,70,285,-911.8506909
8493,75,285,-913.4248719
8494,80,285,-914.9669301
8495,85,285,-916.4742013
8496,90,285,-917.9436559
8497,95,285,-919.3719716
8498,100,285,-920.7549489
8499,105,285,-922.088016
8500,110,285,-923.3664385
8501,115,285,-924.5853541
8502,120,285,-925.7402476
8503,125,285,-926.8268519
8504,130,285,-927.8414516
8505,135,285,-928.783837
8506,140,285,-929.6624101
8507,145,285,-930.4948679
8508,150,285,-931.3014419
8509,155,285,-932.0971842
8510,160,285,-932.8907859
8511,165,285,-933.688362
8512,170,285,-934.4960165
8513,175,285,-935.3200873
8514,180,285,-936.1669339
8515,185,285,-937.0426436
8516,190,285,-937.9537314
8517,195,285,-938.9070394
8518,200,285,-939.909369
8519,205,285,-940.9671403
8520,210,285,-942.0846161
8521,215,285,-943.2645582
8522,220,285,-944.5092606
8523,225,285,-945.8218222
8524,230,285,-947.2035981
8525,235,285,-948.6551566
8526,240,285,-950.176035
8527,245,285,-951.7635393
8528,250,285,-953.4116965
8529,255,285,-955.1092273
8530,260,285,-956.8374132
8531,265,285,-958.5690089
8532,270,285,-960.2699257
8533,275,285,-961.9052411
8534,280,285,-963.4487
8535,285,285,-964.8928933
8536,290,285,-966.260462
8537,295,285,-967.6132211
8538,300,285,-969.046692
8539,305,285,-970.6491435
8540,310,285,-972.4476238
8541,315,285,-974.4076648
8542,320,285,-976.4848684
8543,325,285,-978.6725551
8544,330,285,-981.0121293
8545,335,285,-983.5137402
8546,340,285,-986.0718242
8547,345,285,-988.5441158
8548,350,285,-990.8459989
8549,355,285,-992.9669683
8550,360,285,-994.9457426
8551,365,285,-996.8298553
8552,370,285,-998.6555065
8553,375,285,-1000.445534
8554,380,285,-1002.211006
8555,385,285,-1003.952346
8556,390,285,-1005.658785
8557,395,285,-1007.304787
8558,400,285,-1008.843694
8559,405,285,-1010.216711
8560,410,285,-1011.384603
8561,415,285,-1012.43808
8562,420,285,-1013.394959
8563,425,285,-1014.250467
8564,430,285,-1014.988962
8565,435,285,-1015.591933
8566,440,285,-1016.043566
8567,445,285,-1016.3348
8568,450,285,-1016.465549
8569,455,285,-1016.444661
8570,460,285,-1016.287966
8571,465,285,-1016.015549
8572,470,285,-1015.649449
8573,475,285,-1015.212485
8574,480,285,-1014.728422
8575,485,285,-1014.223399
8576,490,285,-1013.728305
8577,495,285,-1013.280823
8578,500,285,-1012.923214
8579,505,285,-1012.690342
8580,510,285,-1012.592129
8581,-200,290,-879.9323038
8582,-195,290,-880.3325015
8583,-190,290,-880.7961174
8584,-185,290,-881.3610365
8585,-180,290,-882.0624696
8586,-175,290,-882.9023332
8587,-170,290,-883.8459052
8588,-165,290,-884.8521785
8589,-160,290,-885.8902458
8590,-155,290,-886.9415224
8591,-150,290,-887.9908932
8592,-145,290,-889.0212303
8593,-140,290,-890.0191525
8594,-135,290,-890.9807997
8595,-130,290,-891.9038969
8596,-125,290,-892.7797774
8597,-120,290,-893.5911903
8598,-115,290,-894.3096234
8599,-110,290,-894.8925161
8600,-105,290,-895.2861925
8601,-100,290,-895.4369611
8602,-95,290,-895.3078646
8603,-90,290,-894.8928113
8604,-85,290,-894.2197401
8605,-80,290,-893.3404131
8606,-75,290,-892.3135202
8607,-70,290,-891.1915304
8608,-65,290,-890.0158607
8609,-60,290,-888.8189171
8610,-55,290,-887.6294347
8611,-50,290,-886.4787084
8612,-45,290,-885.4080575
8613,-40,290,-884.4801255
8614,-35,290,-883.7894106
8615,-30,290,-883.4663684
8616,-25,290,-883.5981048
8617,-20,290,-884.1754184
8618,-15,290,-885.0944019
8619,-10,290,-886.2313764
8620,-5,290,-887.5078321
8621,0,290,-888.8839974
8622,5,290,-890.343041
8623,10,290,-891.8737061
8624,15,290,-893.4661508
8625,20,290,-895.104169
8626,25,290,-896.7727538
8627,30,290,-898.457825
8628,35,290,-900.1455763
8629,40,290,-901.8264916
8630,45,290,-903.4982628
8631,50,290,-905.1609157
8632,55,290,-906.8125433
8633,60,290,-908.4479103
8634,65,290,-910.059717
8635,70,290,-911.6416358
8636,75,290,-913.1914624
8637,80,290,-914.7096148
8638,85,290,-916.1961528
8639,90,290,-917.649622
8640,95,290,-919.0686459
8641,100,290,-920.4520134
8642,105,290,-921.7975564
8643,110,290,-923.1017412
8644,115,290,-924.3606899
8645,120,290,-925.5703142
8646,125,290,-926.72529
8647,130,290,-927.8156635
8648,135,290,-928.8262771
8649,140,290,-929.7478517
8650,145,290,-930.5882023
8651,150,290,-931.3758896
8652,155,290,-932.1413293
8653,160,290,-932.9051439
8654,165,290,-933.6784931
8655,170,290,-934.4681122
8656,175,290,-935.2793577
8657,180,290,-936.1171762
8658,185,290,-936.9868618
8659,190,290,-937.894166
8660,195,290,-938.8461367
8661,200,290,-939.8507586
8662,205,290,-940.9152727
8663,210,290,-942.0432842
8664,215,290,-943.2350688
8665,220,290,-944.4908264
8666,225,290,-945.811029
8667,230,290,-947.1954487
8668,235,290,-948.6429744
8669,240,290,-950.1508862
8670,245,290,-951.7148845
8671,250,290,-953.3289563
8672,255,290,-954.9831885
8673,260,290,-956.661284
8674,265,290,-958.3394679
8675,270,290,-959.9883826
8676,275,290,-961.5815146
8677,280,290,-963.107544
8678,285,290,-964.5745554
8679,290,290,-966.0093948
8680,295,290,-967.4569169
8681,300,290,-968.971823
8682,305,290,-970.5993783
8683,310,290,-972.357537
8684,315,290,-974.2362249
8685,320,290,-976.2141922
8686,325,290,-978.2911616
8687,330,290,-980.5857154
8688,335,290,-983.2361449
8689,340,290,-985.9859449
8690,345,290,-988.582804
8691,350,290,-990.9059734
8692,355,290,-992.9702081
8693,360,290,-994.8713907
8694,365,290,-996.6858043
8695,370,290,-998.4551356
8696,375,290,-1000.200699
8697,380,290,-1001.931461
8698,385,290,-1003.643936
8699,390,290,-1005.322396
8700,395,290,-1006.941883
